manufacturer_name,model_name,transmission,body_type,production_year,number_of_seat,odometer_value,color_body,engine_fuel,engine_type,engine_capacity,drivetrain,price,url
Kia,morning,Số tự động,Hatchback,2015,5,,Vàng,Loại khác,,,FWD - Dẫn động cầu trước,335000000,http://oto.com.vn/mua-ban-xe-kia-morning-hai-phong/can-ban-gap-si-at-san-xuat-2015-mau-vang-aidxc2498812
Toyota,hiace,,Van/Minivan,2011,16,150000,Xanh lục,Diesel,,,,395000000,http://oto.com.vn/mua-ban-xe-toyota-hiace-ha-noi/ban-xe-dang-ki-2011-mau-xanh-luc-gia-395tr-aidxc2475782
Peugeot,5008,Số tự động,SUV,2017,7,37000,Xanh lam,Xăng,,,AWD - 4 bánh toàn thời gian,1170000000,http://oto.com.vn/mua-ban-xe-peugeot-5008-ha-noi/ban-doi-2017-mau-xanh-lam-xe-nhap-aidxc2501429
Toyota,innova,Số tay,MPV,2016,8,58000,Bạc,Xăng,,,,545000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-xe-20-e-2016-mt-aidxc2480172
Daewoo,lanos,Số tự động,Sedan,2001,5,,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,75000000,http://oto.com.vn/mua-ban-xe-daewoo-lanos-lam-dong/can-ban-xe-sx-san-xuat-2001-mau-trang-aidxc2502213
Hyundai,grand-i10,Số tay,Sedan,2015,5,68756,Trắng,Xăng,,,FWD - Dẫn động cầu trước,304000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/ban-doi-2015-mau-trang-nhap-khau-gia-tot-304-trieu-dong-lien-he-0584089999-aidxc2483704
Bentley,mulsanne,,Sedan,2010,5,,Kem (Be),Xăng,,,,9.299e+09,http://oto.com.vn/mua-ban-xe-bentley-mulsanne-ha-noi/ban-doi-2010-mau-kem-be-nhap-khau-nguyen-chiec-aidxc2501420
Hyundai,tucson,,CUV,2009,5,110000,Đen,Diesel,,,,540000000,http://oto.com.vn/mua-ban-xe-hyundai-tucson-hai-duong/can-ban-xe-san-xuat-2009-mau-den-chinh-chu-gia-chi-540-trieu-dong-aidxc2500326
Mercedes-Benz,c-class,Số tự động,Sedan,2011,5,90000,Trắng,Xăng,,,RFD - Dẫn động cầu sau,580000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/ban-mercedes-c250-doi-2011-mau-trang-gia-canh-tranh-aidxc2483132
Toyota,aygo,Số tự động,Hatchback,2007,5,88990,Đỏ,Loại khác,,,FWD - Dẫn động cầu trước,222000000,http://oto.com.vn/mua-ban-xe-toyota-aygo-quang-ninh/can-ban-xe-2007-mau-do-nhap-khau-nguyen-chiec-so-tu-dong-gia-canh-tranh-aidxc2498699
Rolls-Royce,ghost,Số tự động,Sedan,2010,5,48000,Đen,Xăng,,,4WD - Dẫn động 4 bánh,9.5e+09,http://oto.com.vn/mua-ban-xe-rolls-royce-ghost-ha-noi/ban-series-i-doi-2011-mau-den-xe-nhap-aid2342820
Mercedes-Benz,s-class,,Sedan,2016,5,,Đen,Xăng,,,,3.75e+09,http://oto.com.vn/mua-ban-xe-mercedes-benz-s-class-ha-noi/can-ban-gap-mercedes-san-xuat-nam-2016-mau-den-aidxc2498815
Mitsubishi,mirage,,Hatchback,2014,5,10000,Trắng,Xăng,,,,235000000,http://oto.com.vn/mua-ban-xe-mitsubishi-mirage-lam-dong/ban-doi-2014-mau-trang-xe-nhap-gia-ca-hop-ly-lien-he-0981200688-aidxc2475074
Toyota,vios,Số tay,Sedan,2010,5,150000,Màu khác,Loại khác,,,FWD - Dẫn động cầu trước,180000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-2010-gia-canh-tranh-aidxc2501335
Mercedes-Benz,c-class,Số tự động,Sedan,2017,5,16090,Trắng,Xăng,,,RFD - Dẫn động cầu sau,1288000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/ban-mercedes-c200-2017-mau-trang-aidxc2492606
Toyota,highlander,Số tự động,SUV,2015,7,40000,Vàng,Loại khác,,,AWD - 4 bánh toàn thời gian,2.45e+09,http://oto.com.vn/mua-ban-xe-toyota-highlander-ha-noi/can-ban-lai-xe-doi-2015-mau-vang-xe-nhap-aidxc2498700
Kia,morning,Số tự động,Hatchback,2019,5,4000,Xanh lam,Xăng,,,FWD - Dẫn động cầu trước,390000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-doi-2019-mau-xanh-lam-nhu-moi-aidxc2498715
Hyundai,santa-fe,Số tự động,SUV,2012,7,100000,Trắng,Diesel,,,FWD - Dẫn động cầu trước,715000000,http://oto.com.vn/mua-ban-xe-hyundai-santa-fe-ha-noi/ban-crdi-22at-so-tu-dong-may-dau-2012-mau-trang-aidxc2483045
Hyundai,grand-i10,Số tay,Hatchback,2018,5,40000,Trắng,Xăng,,,,319000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/can-ban-san-xuat-2018-mau-trang-nhu-moi-319tr-aidxc2501249
Chevrolet,orlando,Số tay,MPV,2017,7,79000,Trắng,Xăng,,1796,,380000000,http://oto.com.vn/mua-ban-xe-chevrolet-orlando-hcm/can-ban-xe-nam-san-xuat-2017-mau-trang-aid2377187
Chevrolet,spark,Số tự động,Hatchback,2013,5,62000,Trắng,Xăng,,,,235000000,http://oto.com.vn/mua-ban-xe-chevrolet-spark-binh-duong/ban-10-at-nam-2013-mau-trang-so-tu-dong-aidxc2501876
Hyundai,universe,Số tay,Van/Minivan,2014,47,200000,Trắng,Diesel,,,RFD - Dẫn động cầu sau,975000000,http://oto.com.vn/mua-ban-xe-hyundai-universe-da-nang/can-ban-san-xuat-2014-mau-trang-dung-nhip-aid2419988
Toyota,vios,Số tay,Sedan,2016,5,30000,Bạc,Xăng,,,RFD - Dẫn động cầu sau,415000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/o-to-thu-do-ban-15-mt-sx-2016-mau-bac-gia-415-trieu-aid2380267
Ford,ranger,Số tay,Pick-up Truck,2014,5,87000,Đen,Diesel,,,4WD - Dẫn động 4 bánh,455000000,http://oto.com.vn/mua-ban-xe-ford-ranger-hcm/ban-xe-xl-22l-mt-4x4-doi-2014-xe-dep-gia-tot-ban-co-bao-hanh-aidxc2493911
Kia,morning,Số tay,Hatchback,2017,5,15000,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,275000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-doi-2017-mau-trang-chinh-chu-aidxc2501449
Kia,cerato,Số tự động,Sedan,2014,5,,Trắng,Xăng,,,,560000000,http://oto.com.vn/mua-ban-xe-kia-cerato-binh-duong/can-ban-xe-doi-2014-con-moi-100-20at-doi-2014-mau-trang-xe-nhap-aidxc2499450
Mercedes-Benz,e-class,Số tự động,Sedan,2017,5,10000,Đen,Xăng,,,RFD - Dẫn động cầu sau,1630000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-e-class-hcm/chinh-chu-can-ban-mercedes-e200-form-2018-di-10000-km-aidxc2490523
Kia,optima,Số tự động,Sedan,2017,5,27000,Trắng,Xăng,,,,795000000,http://oto.com.vn/mua-ban-xe-kia-optima-ha-noi/ban-2017-mau-trang-chinh-chu-gia-795tr-aidxc2501014
Honda,city,Số tự động,Sedan,2015,5,46000,Nâu,Xăng,,,FWD - Dẫn động cầu trước,450000000,http://oto.com.vn/mua-ban-xe-honda-city-ha-noi/ban-xe-nam-san-xuat-2015-mau-nau-con-moi-gia-chi-450-trieu-aidxc2501049
Mercedes-Benz,c-class,Số tự động,Sedan,2019,5,5000,Đen,Xăng,,,RFD - Dẫn động cầu sau,1589000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-hcm/mba-auto-ban-xe-mercedes-c200-exclusive-denkem-2019-luot-tra-truoc-750-trieu-nhan-xe-luon-aidxc2500741
Audi,q7,,SUV,2010,5,78000,Trắng,,,,,820000000,http://oto.com.vn/mua-ban-xe-audi-q7-hcm/42-quattro-doi-2010-mau-trang-xe-nhap-aidxc2483548
Toyota,innova,Số tay,MPV,2017,7,40000,Bạc,Xăng,,,RFD - Dẫn động cầu sau,622000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-tien-tra-no-ban-gap-xe-102017-so-san-chinh-chu-aidxc2490902
Kia,carens,Số tự động,CUV,2011,7,78000,Kem (Be),Xăng,,,FWD - Dẫn động cầu trước,345000000,http://oto.com.vn/mua-ban-xe-kia-carens-phu-tho/ban-xe-20at-doi-2011-mau-kem-be-gia-canh-tranh-aid2404243
Toyota,fortuner,Số tự động,SUV,2013,7,39000,Bạc,Xăng,,2700,4WD - Dẫn động 4 bánh,633000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-dong-nai/gia-dinh-can-ban-cuc-dep-aidxc2482679
Chevrolet,spark,Số tay,Hatchback,2015,5,,Vàng,Xăng,,,,238000000,http://oto.com.vn/mua-ban-xe-chevrolet-spark-ha-giang/can-ban-gap-doi-2015-mau-vang-xe-nhap-gia-chi-238-trieu-aidxc2498820
Mercedes-Benz,glc-class,Số tự động,CUV,2016,5,20000,Trắng,Xăng,,,AWD - 4 bánh toàn thời gian,1599000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-glc-class-ha-noi/chinh-chu-can-ban-xe-mercedes-250-4matic-model-2017-mau-trang-nau-sieu-luot-aid2383311
Toyota,fortuner,Số tự động,SUV,2009,7,81000,Bạc,Xăng,,,4WD - Dẫn động 4 bánh,435000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-doi-2009-mau-bac-aidxc2501060
Lexus,lx,Số tự động,SUV,2012,7,48000,Đen,Xăng,,,,3.98e+09,http://oto.com.vn/mua-ban-xe-lexus-lx-ha-noi/ban-570-2013-xe-my-lh-truc-tiep-xem-0844177222-aid2402380
Hyundai,galloper,Số tự động,SUV,2002,4,56000,Bạc,Loại khác,,,4WD - Dẫn động 4 bánh,122000000,http://oto.com.vn/mua-ban-xe-hyundai-galloper-thanh-hoa/can-ban-lai-xe-doi-2002-mau-bac-xe-nhap-so-tu-dong-122-trieu-aidxc2501323
Toyota,fortuner,Số tự động,SUV,2015,7,36000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,705000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-xe-doi-2015-mau-bac-nhap-khau-lien-he-0985104567-aidxc2484006
LandRover,range-rover,Số tự động,SUV,2015,5,30000,Đỏ,Xăng,,,AWD - 4 bánh toàn thời gian,2.26e+09,http://oto.com.vn/mua-ban-xe-landrover-range-rover-ha-noi/ban-san-xuat-2015-mau-do-xe-nhap-aidxc2501258
LandRover,sport,Số tự động,SUV,2014,5,50000,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,2.58e+09,http://oto.com.vn/mua-ban-xe-landrover-sport-ha-noi/ban-o-to-hse-2014-mau-do-nhap-khau-aidxc2483495
Lexus,lx,Số tự động,SUV,2018,7,8000,Trắng,,,,,8.68e+09,http://oto.com.vn/mua-ban-xe-lexus-lx-ha-noi/ban-570-san-xuat-2018-dang-ky-ten-ca-nhan-aidxc2491444
LandRover,range-rover,Số tự động,SUV,2015,5,22000,Trắng,Xăng,,,AWD - 4 bánh toàn thời gian,5.75e+09,http://oto.com.vn/mua-ban-xe-landrover-range-rover-ha-noi/giao-ngay-autobiography-v8-50l-2015-uy-tin-gia-tot-aidxc2476020
Hyundai,grand-i10,Số tự động,Hatchback,2018,5,18000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,405000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/ban-xe-san-xuat-2018-mau-trang-nhu-moi-aidxc2501113
LandRover,range-rover,Số tự động,SUV,2017,5,39000,Trắng,Xăng,,,AWD - 4 bánh toàn thời gian,7.85e+09,http://oto.com.vn/mua-ban-xe-landrover-range-rover-ha-noi/giao-ngay-lwb-30l-2017-uy-tin-gia-tot-lien-he-0915363689-aid2407090
Ford,ecosport,Số tự động,SUV,2016,5,38000,Đỏ,Xăng,,,,505000000,http://oto.com.vn/mua-ban-xe-ford-ecosport-ha-noi/ban-xe-titanium-doi-2016-tra-gop-chi-tu-150tr-aidxc2488622
Mazda,cx-5,,SUV,2018,5,32400,Xanh lam,,,,,843000000,http://oto.com.vn/mua-ban-xe-mazda-cx-5-ha-noi/ban-o-to-san-xuat-2018-mau-xanh-lam-843-trieu-aidxc2497518
Lexus,lx,Số tự động,SUV,2012,7,70000,Đen,Xăng,,,4WD - Dẫn động 4 bánh,3.95e+09,http://oto.com.vn/mua-ban-xe-lexus-lx-ha-noi/ban-o-to-570-2013-mau-den-xe-nhap-my-bien-vip-lh-0982842838-aid2334787
Chevrolet,spark,Số tự động,Hatchback,2012,5,,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,162000000,http://oto.com.vn/mua-ban-xe-chevrolet-spark-ha-noi/ban-van-10-at-doi-2012-mau-trang-nhap-khau-han-quoc-aidxc2502167
Hyundai,accent,Số tay,Sedan,2015,5,,Đen,Xăng,,,,480000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-long-an/ban-san-xuat-2015-so-san-gia-canh-tranh-aidxc2501971
Chevrolet,captiva,Số tự động,CUV,2009,7,80000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,285000000,http://oto.com.vn/mua-ban-xe-chevrolet-captiva-ha-noi/can-ban-gap-2009-mau-vang-nhu-moi-gia-canh-tranh-aidxc2501425
Ford,ranger,Số tự động,Pick-up Truck,2017,5,30000,Đỏ,Diesel,,,RFD - Dẫn động cầu sau,595000000,http://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/ban-xls-at-model-2018-so-tu-dong-aid2399778
BMW,5-series,Số tự động,Sedan,2019,5,2000,Trắng,Xăng,,,RFD - Dẫn động cầu sau,2.78e+09,http://oto.com.vn/mua-ban-xe-bmw-5-series-ha-noi/ban-530i-doi-2019-mau-trang-nhap-khau-aidxc2501153
Toyota,yaris,Số tự động,Hatchback,2015,5,50000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,485000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-vinh-phuc/ban-15g-san-xuat-2015-dang-ky-2016-aidxc2476226
Toyota,wigo,Số tay,Hatchback,2019,5,,Bạc,Xăng,,,FWD - Dẫn động cầu trước,325000000,http://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/ban-12g-mt-san-xuat-2019-mau-bac-xe-nhap-aidxc2502181
Kia,sorento,Số tự động,SUV,2018,7,19237,Bạc,Diesel,,,4WD - Dẫn động 4 bánh,870000000,http://oto.com.vn/mua-ban-xe-kia-sorento-binh-phuoc/xe-nha-khong-nhu-cau-di-lai-can-ban-aidxc2455882
Toyota,sienna,Số tự động,Van/Minivan,2019,7,6500,Trắng,Xăng,,,,4.15e+09,http://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/ban-xe-phien-ban-limited-sx-2019-chay-sieu-luot-6500km-em-huan-0983042283-aid2401067
BMW,5-series,Số tự động,Sedan,2012,5,90000,Bạc,Xăng,,4395,RFD - Dẫn động cầu sau,890000000,http://oto.com.vn/mua-ban-xe-bmw-5-series-ha-noi/ban-520i-sx-2012-aid2285172
Toyota,corolla-altis,Số tay,Sedan,2018,5,32000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,670000000,http://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/ban-hang-hiem-altis-18e-so-san-doi-2018-mau-trang-ho-tro-vay-aidxc2474195
Ford,everest,Số tay,SUV,2011,7,,Bạc,Diesel,,,,515000000,http://oto.com.vn/mua-ban-xe-ford-everest-binh-duong/ban-xe-nhanh-gia-sieu-re-chiec-25-mt-nam-2011-mau-bac-aidxc2499438
Nissan,navara,Số tự động,Pick-up Truck,2017,5,21000,Xanh lam,Loại khác,,,RFD - Dẫn động cầu sau,545000000,http://oto.com.vn/mua-ban-xe-nissan-navara-hcm/ban-nam-san-xuat-2017-mau-xanh-lam-xe-nhap-gia-545tr-aidxc2498817
Lexus,ls,,Sedan,2017,5,40000,Xanh lam,,,,,6.9e+09,http://oto.com.vn/mua-ban-xe-lexus-ls-ha-noi/ban-o-to-nam-san-xuat-2017-mau-xanh-lam-xe-nhap-aid2375770
Mercedes-Benz,e-class,,Sedan,2015,5,32500,Đen,,,,,1242000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-e-class-ha-noi/ban-mercedes-e200-doi-2015-mau-den-zin-aidxc2497507
Lexus,lx,,SUV,2015,5,36000,Đen,,,,,4.8e+09,http://oto.com.vn/mua-ban-xe-lexus-lx-ha-noi/ban-570-my-mau-den-noi-that-kem-san-xuat-2015-cam-ket-xe-sieu-dep-lh-0904927272-aidxc2493933
LandRover,evoque,Số tự động,SUV,2013,5,72000,Đen,Xăng,,,4WD - Dẫn động 4 bánh,1340000000,http://oto.com.vn/mua-ban-xe-landrover-evoque-ha-noi/ban-xe-dynamic-doi-2013-mau-den-nhap-khau-chinh-chu-aidxc2497132
Ford,everest,Số tự động,SUV,2014,7,58000,Trắng,Diesel,,,FWD - Dẫn động cầu trước,625000000,http://oto.com.vn/mua-ban-xe-ford-everest-phu-tho/ban-o-to-25at-2014-mau-trang-aidxc2471072
Kia,carens,Số tự động,CUV,2010,7,66000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,368000000,http://oto.com.vn/mua-ban-xe-kia-carens-ha-noi/can-ban-lai-xe-2010-mau-bac-xe-nhap-chinh-chu-gia-chi-368-trieu-aidxc2501255
Hyundai,santa-fe,Số tự động,SUV,2017,7,40000,Trắng,Diesel,,,4WD - Dẫn động 4 bánh,1055000000,http://oto.com.vn/mua-ban-xe-hyundai-santa-fe-ha-noi/ban-xe-22-4wd-nam-2017-mau-trang-aid2384739
Hyundai,universe,Số tay,Van/Minivan,2014,45,99999,Trắng,Diesel,,,RFD - Dẫn động cầu sau,995000000,http://oto.com.vn/mua-ban-xe-hyundai-universe-da-nang/ban-xe-32-may-faw-doi-2014-phuc-vu-du-lich-aid2408876
Mercedes-Benz,c-class,Số tự động,Sedan,2011,5,78000,Đỏ,Xăng,,,,580000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/c200-san-xuat-nam-2011-aidxc2471102
Ford,ranger,Số tay,Pick-up Truck,2014,5,55000,Vàng,Diesel,,,RFD - Dẫn động cầu sau,435000000,http://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/o-to-thu-do-ban-xe-xls-22-mt-sx-2014-mau-ghi-vang-435-trieu-lien-he-0989961389-aidxc2491115
Kia,rio,Số tự động,Hatchback,2015,5,48000,Nâu,Xăng,,,FWD - Dẫn động cầu trước,462000000,http://oto.com.vn/mua-ban-xe-kia-rio-hai-phong/chinh-chu-ban-xe-2015-mau-nau-nhap-khau-lh-0942126662-aidxc2444779
Toyota,innova,Số tay,MPV,2014,8,101700,Nâu,Xăng,,,RFD - Dẫn động cầu sau,530000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-e-2014-bao-sang-ten-tron-goi-bao-hiem-giam-tot-aidxc2501546
Kia,morning,Số tự động,Hatchback,2016,5,59000,Nâu,Xăng,,,FWD - Dẫn động cầu trước,319000000,http://oto.com.vn/mua-ban-xe-kia-morning-ba-ria-vung-tau/ban-doi-2016-mau-nau-aidxc2501325
Chevrolet,aveo,,Sedan,2015,5,,Bạc,Xăng,,,,243000000,http://oto.com.vn/mua-ban-xe-chevrolet-aveo-binh-phuoc/ban-xe-doi-2015-xe-zin-may-moc-bao-em-aidxc2502168
Kia,sorento,Số tự động,SUV,2011,7,97000,Màu khác,Xăng,,,,486000000,http://oto.com.vn/mua-ban-xe-kia-sorento-hcm/can-ban-24-at-nam-2011-so-tu-dong-aidxc2501930
Kia,sorento,Số tự động,SUV,2018,7,18000,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,892000000,http://oto.com.vn/mua-ban-xe-kia-sorento-ha-noi/ban-xe-dath-22crdi-nam-san-xuat-2018-mau-trang-gia-892tr-aidxc2502165
Mercedes-Benz,e-class,Số tự động,Sedan,2018,5,17000,Đen,Xăng,,,RFD - Dẫn động cầu sau,1850000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-e-class-hcm/chinh-chu-can-ban-mercedes-e200-form-2019-luot-17000km-aidxc2490581
Toyota,fortuner,Số tự động,SUV,2015,7,72000,Trắng,Xăng,,,RFD - Dẫn động cầu sau,830000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-trd-gia-thuong-luong-aid2397997
Toyota,land-cruiser,Số tự động,SUV,2016,7,40000,Trắng,Xăng,,,AWD - 4 bánh toàn thời gian,4.8e+09,http://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-vxs-v8-46l-trangkem-san-xuat-2016-uy-tin-gia-tot-aidxc2501184
Mercedes-Benz,s-class,Số tự động,Sedan,2019,5,8500,Đen,Xăng,,,RFD - Dẫn động cầu sau,3.169e+09,http://oto.com.vn/mua-ban-xe-mercedes-benz-s-class-hcm/mba-auto-ban-xe-mercedes-s450-den-model-2019-luot-con-bao-hanh-tra-truoc-800-trieu-nhan-xe-ngay-aidxc2500712
Toyota,corolla-altis,Số tự động,Sedan,2018,5,19000,Đen,Xăng,,,FWD - Dẫn động cầu trước,809000000,http://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/ban-san-xuat-2018-mau-den-nhu-moi-aidxc2501313
Kia,morning,Số tự động,Hatchback,2009,5,120000,Xanh lam,Xăng,,,RFD - Dẫn động cầu sau,242000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2009-mau-xanh-lam-nhap-khau-chinh-chu-aidxc2501326
Lexus,rx,Số tự động,SUV,2016,5,23000,Trắng,Loại khác,,,AWD - 4 bánh toàn thời gian,3.55e+09,http://oto.com.vn/mua-ban-xe-lexus-rx-ha-noi/can-ban-lai-xe-nam-san-xuat-2016-mau-trang-nhap-khau-nguyen-chiec-chinh-chu-aidxc2501311
Toyota,vios,Số tự động,Sedan,2008,5,685000,Bạc,Xăng,,,4WD - Dẫn động 4 bánh,320000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/gia-dinh-ban-xe-so-tu-dong-2008-lh-0963607819-aidxc2490161
Lexus,lx,Số tự động,SUV,2019,8,2800,Trắng,Xăng,,,4WD - Dẫn động 4 bánh,8.9e+09,http://oto.com.vn/mua-ban-xe-lexus-lx-ha-noi/ban-570s-super-sport-san-xuat-2019-dang-ky-thang-102019-mau-trang-moi-9999-lh-0905098888-0982842838-aidxc2448547
Toyota,camry,Số tự động,Sedan,2010,5,55000,Đen,Xăng,,,FWD - Dẫn động cầu trước,510000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-xe-2010-nhap-khau-dang-ky-chinh-chu-o-aid2271722
Mercedes-Benz,c-class,Số tự động,Sedan,2018,5,19000,Đen,Xăng,,,,1550000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-hcm/can-ban-gap-dang-ky-2018-mau-den-chinh-chu-gia-1-ty-550-trieu-dong-aidxc2453364
Porsche,panamera,Số tự động,Sedan,2017,5,20000,Trắng,Xăng,,,4WD - Dẫn động 4 bánh,5.08e+09,http://oto.com.vn/mua-ban-xe-porsche-panamera-ha-noi/can-ban-nam-san-xuat-2017-mau-trang-xe-nhap-aid2400039
Hyundai,elantra,Số tự động,Sedan,2015,5,27000,Đen,Xăng,,,FWD - Dẫn động cầu trước,545000000,http://oto.com.vn/mua-ban-xe-hyundai-elantra-ha-noi/ban-18at-san-xuat-2015-mau-den-nhap-khau-aidxc2502164
Toyota,fortuner,Số tay,SUV,2018,7,61000,Trắng,Xăng,,,RFD - Dẫn động cầu sau,995000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-2018-mau-trang-nhap-khau-aidxc2455800
Mercedes-Benz,gla-class,Số tự động,Sedan,2018,5,78,Đỏ,Xăng,,,RFD - Dẫn động cầu sau,1499000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-gla-class-hcm/mecedes-benz-cla200-78-km-1499000000-vnd-mau-do-bh-05-nam-xe-cu-chinh-hang-aid2380268
Kia,rio,Số tay,Sedan,2015,5,,Trắng,Xăng,,,,320000000,http://oto.com.vn/mua-ban-xe-kia-rio-dak-lak/ban-san-xuat-nam-2015-gia-tot-aidxc2502215
Mazda,bt-50,Số tự động,Pick-up Truck,2015,5,40000,Nâu,Diesel,,,,465000000,http://oto.com.vn/mua-ban-xe-mazda-bt-50-vinh-phuc/can-ban-xe-22l-nam-2015-mau-nau-gia-canh-tranh-aidxc2451960
Toyota,corolla-altis,,Sedan,2016,5,12000,Bạc,Xăng,,,,635000000,http://oto.com.vn/mua-ban-xe-toyota-corolla-altis-phu-tho/ban-altis-18g-chay-het-roda-xe-moi-cung-99-lh-ngay-0911-128-999-aid2318685
Toyota,sienna,Số tự động,Van/Minivan,2008,7,96000,Xanh lục,Xăng,,,FWD - Dẫn động cầu trước,640000000,http://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/can-ban-35-xle-phien-ban-xle-san-xuat-2008-aidxc2493115
Toyota,yaris,Số tự động,Hatchback,2015,5,,Bạc,Xăng,,,,425000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-ba-ria-vung-tau/ban-doi-2015-xe-nhap-thai-so-tu-dong-aidxc2502183
Mazda,3,Số tự động,Sedan,2017,5,50000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,585000000,http://oto.com.vn/mua-ban-xe-mazda-3-hai-duong/can-ban-lai-xe-san-xuat-nam-2017-mau-trang-aidxc2501263
Toyota,vios,Số tự động,Sedan,2019,5,2000,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,505000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-gap-doi-2019-mau-trang-it-su-dung-aidxc2501334
Toyota,land-cruiser,Số tự động,SUV,2016,8,40000,Trắng,Xăng,,4608,,4.78e+09,http://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-xe-vxs-46-doi-2017-mau-trang-xe-nhap-trung-dong-bien-aidxc2451262
Chevrolet,aveo,Số tự động,Sedan,2016,5,42000,Đen,Xăng,,,FWD - Dẫn động cầu trước,320000000,http://oto.com.vn/mua-ban-xe-chevrolet-aveo-hcm/ban-san-xuat-nam-2016-mau-den-xe-gia-dinh-320tr-aidxc2498714
Hyundai,kona,Số tự động,SUV,2019,5,12000,Đỏ,Xăng,,,FWD - Dẫn động cầu trước,735000000,http://oto.com.vn/mua-ban-xe-hyundai-kona-ha-noi/ban-16-turbo-2019-sieu-luot-aidxc2467153
Daewoo,lanos,Số tay,Sedan,2001,5,9999,Trắng,Xăng,,,,40000000,http://oto.com.vn/mua-ban-xe-daewoo-lanos-nghe-an/ban-xe-san-xuat-2001-mau-trang-nhap-khau-nguyen-chiec-gia-tot-aidxc2498819
LandRover,range-rover,Số tự động,SUV,2014,5,31000,Trắng,Xăng,,,,3.55e+09,http://oto.com.vn/mua-ban-xe-landrover-range-rover-hcm/can-ban-xe-sport-autobiography-50-2015-aidxc2455955
Mercedes-Benz,e-class,Số tự động,Sedan,2011,5,80000,Đen,Xăng,,,,815000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-e-class-ha-noi/ban-mercedes-e250-nam-2011-mau-den-aid2309890
Hyundai,elantra,,Sedan,2011,5,100000,Trắng,,,,,295000000,http://oto.com.vn/mua-ban-xe-hyundai-elantra-da-nang/can-ban-xe-sx-2011-lh-0935284855-aidxc2473844
Toyota,sienna,Số tự động,Van/Minivan,2010,7,51000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,1330000000,http://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/ban-35-le-model-2011-aidxc2491126
